id,has_file,valid
710600070,False,False
710600160,False,False
711000070,False,False
713500020,False,False
713500030,False,False
714000195,False,False
714000210,False,False
714000315,False,False
715010110,False,False
715010140,False,False
715010530,False,False
717000225,False,False
720079001,False,False
721049096,False,False
721069087,False,False
722039049,False,False
722039087,False,False
722059002,False,False
722059020,False,False
722059070,False,False
722059233,False,False
722069057,False,False
722069232,False,False
722079015,False,False
722079104,False,False
723000226,False,False
723039189,False,False
723049132,False,False
723049156,False,False
723049158,False,False
723049219,False,False
723049274,False,False
723049301,False,False
723049307,False,False
723049326,False,False
723049333,False,False
723049476,False,False
723049530,False,False
723049533,False,False
723049596,False,False
723059073,False,False
723069013,False,False
723069049,False,False
723069089,False,False
723069128,False,False
723099028,False,False
723099044,False,False
723099065,False,False
724069023,False,False
724069065,False,False
725069102,False,False
725079058,False,False
726049131,False,False
726049190,False,False
726049202,False,False
726049213,False,False
726049217,False,False
726049232,False,False
726049331,False,False
726059047,False,False
726059048,False,False
726059344,False,False
726059349,False,False
726059485,False,False
730000085,False,False
730000139,False,False
731500200,False,False
731500320,False,False
732000160,False,False
739500050,False,False
739500270,False,False
739800070,False,False
739800250,False,False
739820050,False,False
739980260,False,False
739980360,False,False
740500010,False,False
740500040,False,False
740500070,False,False
741500010,False,False
742000060,False,False
745000005,False,False
745530040,False,False
745530180,False,False
745530240,False,False
748000145,False,False
748000205,False,False
751000020,False,False
751000060,False,False
752000035,False,False
764000155,False,False
764000180,False,False
765000060,False,False
766500030,False,False
766900250,False,False
767000159,False,False
770000045,False,False
774100355,False,False
774100475,False,False
774101755,False,False
776600130,False,False
777100005,False,False
782700120,False,False
782700150,False,False
789000520,False,False
789000550,False,False
793200100,False,False
795000405,False,False
795000620,False,False
795000765,False,False
795000820,False,False
795000865,False,False
795000885,False,False
795001600,False,False
795002375,False,False
795002450,False,False
795002455,False,False
796000085,False,False
797000256,False,False
797000258,False,False
797000276,False,False
797000330,False,False
798000145,False,False
798000337,False,False
798000421,False,False
798000457,False,False
802000130,False,False
806000020,False,False
806800090,False,False
806800110,False,False
806800400,False,False
806800420,False,False
807800020,False,False
808000070,False,False
808300180,False,False
808300310,False,False
808300460,False,False
808300470,False,False
808300490,False,False
809000525,False,False
809000820,False,False
809000945,False,False
809001060,False,False
809001400,False,False
809001505,False,False
809001565,False,False
809001965,False,False
809001970,False,False
809002030,False,False
809002215,False,False
809002295,False,False
809002390,False,False
809002485,False,False
809002610,False,False
809002675,False,False
809002680,False,False
809002765,False,False
809003085,False,False
809003105,False,False
809003160,False,False
811000050,False,False
814000020,False,False
818100030,False,False
818500490,False,False
820000018,False,False
820079081,False,False
820079101,False,False
821049123,False,False
821049191,False,False
821069025,False,False
821079102,False,False
822039025,False,False
822039111,False,False
822039146,False,False
822059038,False,False
822059059,False,False
822059101,False,False
822069029,False,False
822069066,False,False
822069112,False,False
822069118,False,False
822079033,False,False
823000174,False,False
823059145,False,False
823059185,False,False
823069044,False,False
823069074,False,False
824059042,False,False
824059083,False,False
824059140,False,False
824059211,False,False
824059265,False,False
824059277,False,False
824059293,False,False
824059305,False,False
824059324,False,False
824059331,False,False
824069113,False,False
824069156,False,False
824069188,False,False
824069193,False,False
824079032,False,False
825059270,False,False
825059271,False,False
825069078,False,False
825069097,False,False
825079024,False,False
826000480,False,False
826000495,False,False
826059152,False,False
826069016,False,False
826069046,False,False
826069085,False,False
826069180,False,False
826079047,False,False
826079094,False,False
827000110,False,False
829000160,False,False
832700170,False,False
832700240,False,False
832700270,False,False
832700320,False,False
835000055,False,False
844000425,False,False
844000965,False,False
844001052,False,False
844001140,False,False
844001145,False,False
844001485,False,False
847100021,False,False
847100046,False,False
847100078,False,False
853000261,False,False
853200010,False,False
853200040,False,False
853400240,False,False
853600020,False,False
856000635,False,False
856000985,False,False
856001130,False,False
859000018,False,False
859000110,False,False
865100055,False,False
868000305,False,False
868000415,False,False
868000530,False,False
868000575,False,False
868000615,False,False
868000905,False,False
868001295,False,False
868001402,False,False
868001435,False,False
868001705,False,False
868001790,False,False
868002335,False,False
869700140,False,False
869700320,False,False
869700350,False,False
871000065,False,False
871000170,False,False
871000515,False,False
871001085,False,False
871001105,False,False
871001365,False,False
871001735,False,False
871001980,False,False
880000005,False,False
880000189,False,False
880000205,False,False
880000208,False,False
880000211,False,False
886000015,False,False
886000090,False,False
889000015,False,False
889000024,False,False
889000025,False,False
908000010,False,False
908000260,False,False
913000315,False,False
913000340,False,False
920069053,False,False
921049315,False,False
921059132,False,False
921059161,False,False
921059200,False,False
922049078,False,False
922059020,False,False
922059161,False,False
922059169,False,False
922069139,False,False
922069169,False,False
923000095,False,False
923000115,False,False
923000265,False,False
923000280,False,False
923000414,False,False
923049110,False,False
923049203,False,False
923049323,False,False
923049378,False,False
923049400,False,False
923049440,False,False
923059259,False,False
924000040,False,False
924059233,False,False
924069042,False,False
924069106,False,False
924069176,False,False
924069190,False,False
925049278,False,False
925049360,False,False
925059042,False,False
925059078,False,False
925059107,False,False
925059113,False,False
925059137,False,False
925059193,False,False
925059198,False,False
925059288,False,False
925059311,False,False
925059313,False,False
925069042,False,False
925069071,False,False
925069100,False,False
925069111,False,False
925069123,False,False
925069134,False,False
925069152,False,False
926069009,False,False
926069132,False,False
926069140,False,False
926069142,False,False
926069192,False,False
927200380,False,False
930000289,False,False
930000415,False,False
930000425,False,False
934300140,False,False
936000055,False,False
937000220,False,False
937000280,False,False
937000330,False,False
943100220,False,False
943100260,False,False
945000250,False,False
945000410,False,False
952000055,False,False
952000310,False,False
952000495,False,False
952000640,False,False
952000725,False,False
952000925,False,False
952001495,False,False
952001660,False,False
952001710,False,False
952001735,False,False
952001765,False,False
952002250,False,False
952002765,False,False
952003340,False,False
952003350,False,False
952003435,False,False
952003480,False,False
952003575,False,False
952003585,False,False
952004725,False,False
952004745,False,False
952004875,False,False
952005000,False,False
